,Card Name,Decks,Avg,total copies played,colors,convertedManaCost,manaCost,rarity,types,supertypes,subtypes,power,toughness,text
7192,"Liliana, Dreadhorde General",0.002,1,0.864,B,6,{4}{B}{B},rare,Planeswalker,Legendary,Liliana,,,"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[âˆ’4]: Each player sacrifices two creatures.
[âˆ’9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest."
7199,Lodestone Bauble,0.002,1,0.864,,0,{0},rare,Artifact,,,,,"{1}, {T}, Sacrifice Lodestone Bauble: Put up to four target basic land cards from a player's graveyard on top of their library in any order. That player draws a card at the beginning of the next turn's upkeep."
7201,Mana Drain,0.002,1,0.864,U,2,{U}{U},mythic,Instant,,,,,"Counter target spell. At the beginning of your next main phase, add an amount of {C} equal to that spell's converted mana cost."
7207,Mana Vault,0.002,1,0.864,,1,{1},rare,Artifact,,,,,"Mana Vault doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.
At the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.
{T}: Add {C}{C}{C}."
7224,Martial Coup,0.002,1,0.864,W,2,{X}{W}{W},rare,Sorcery,,,,,"Create X 1/1 white Soldier creature tokens. If X is 5 or more, destroy all other creatures."
7228,Massacre Wurm,0.002,1,0.864,B,6,{3}{B}{B}{B},mythic,Creature,,Wurm,6,5,"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life."
7229,Memoricide,0.002,1,0.864,B,4,{3}{B},rare,Sorcery,,,,,"Choose a nonland card name. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. Then that player shuffles their library."
7232,Mephidross Vampire,0.002,1,0.864,B,6,{4}{B}{B},rare,Creature,,Vampire,3,4,"Flying
Each creature you control is a Vampire in addition to its other creature types and has ""Whenever this creature deals damage to a creature, put a +1/+1 counter on this creature."""
7233,Millstone,0.002,1,0.864,,2,{2},rare,Artifact,,,,,"{2}, {T}: Target player puts the top two cards of their library into their graveyard."
7250,Molten-Tail Masticore,0.002,1,0.864,,4,{4},mythic,"Artifact,Creature",,Masticore,4,4,"At the beginning of your upkeep, sacrifice Molten-Tail Masticore unless you discard a card.
{4}, Exile a creature card from your graveyard: Molten-Tail Masticore deals 4 damage to any target.
{2}: Regenerate Molten-Tail Masticore."
7251,Murderous Rider,0.002,1,0.864,B,3,{1}{B}{B},rare,Creature,,"Zombie,Knight",2,3,"Lifelink
When Murderous Rider dies, put it on the bottom of its owner's library."
7256,Murmuring Mystic,0.002,1,0.864,U,4,{3}{U},uncommon,Creature,,"Human,Wizard",1,5,"Whenever you cast an instant or sorcery spell, create a 1/1 blue Bird Illusion creature token with flying."
7258,Muse Vessel,0.002,1,0.864,,4,{4},rare,Artifact,,,,,"{3}, {T}: Target player exiles a card from their hand. Activate this ability only any time you could cast a sorcery.
{1}: Choose a card exiled with Muse Vessel. You may play that card this turn."
7259,Myr Retriever,0.002,1,0.864,,2,{2},uncommon,"Artifact,Creature",,Myr,1,1,"When Myr Retriever dies, return another target artifact card from your graveyard to your hand."
7266,Mystical Tutor,0.002,1,0.864,U,1,{U},uncommon,Instant,,,,,"Search your library for an instant or sorcery card and reveal that card. Shuffle your library, then put the card on top of it."
7273,Narset Transcendent,0.002,1,0.864,"U,W",4,{2}{W}{U},mythic,Planeswalker,Legendary,Narset,,,"[+1]: Look at the top card of your library. If it's a noncreature, nonland card, you may reveal it and put it into your hand.
[âˆ’2]: When you cast your next instant or sorcery spell from your hand this turn, it gains rebound. (Exile the spell as it resolves. At the beginning of your next upkeep, you may cast that card from exile without paying its mana cost.)
[âˆ’9]: You get an emblem with ""Your opponents can't cast noncreature spells."""
7274,Necratog,0.002,1,0.864,B,3,{1}{B}{B},uncommon,Creature,,Atog,1,2,Exile the top creature card of your graveyard: Necratog gets +2/+2 until end of turn.
7276,Nest Invader,0.002,1,0.864,G,2,{1}{G},common,Creature,,"Eldrazi,Drone",2,2,"When Nest Invader enters the battlefield, create a 0/1 colorless Eldrazi Spawn creature token. It has ""Sacrifice this creature: Add {C}."""
7282,Nihil Spellbomb,0.002,1,0.864,,1,{1},common,Artifact,,,,,"{T}, Sacrifice Nihil Spellbomb: Exile all cards from target player's graveyard.
When Nihil Spellbomb is put into a graveyard from the battlefield, you may pay {B}. If you do, draw a card."
7286,"Nissa, Worldwaker",0.002,1,0.864,G,5,{3}{G}{G},mythic,Planeswalker,Legendary,Nissa,,,"[+1]: Target land you control becomes a 4/4 Elemental creature with trample. It's still a land.
[+1]: Untap up to four target Forests.
[âˆ’7]: Search your library for any number of basic land cards, put them onto the battlefield, then shuffle your library. Those lands become 4/4 Elemental creatures with trample. They're still lands."
7290,Oath of Ghouls,0.002,1,0.864,B,2,{1}{B},rare,Enchantment,,,,,"At the beginning of each player's upkeep, that player chooses target player whose graveyard has fewer creature cards in it than their graveyard does and is their opponent. The first player may return a creature card from their graveyard to their hand."
7291,"Oona, Queen of the Fae",0.002,1,0.864,"B,U",6,{3}{U/B}{U/B}{U/B},rare,Creature,Legendary,"Faerie,Wizard",5,5,"Flying
{X}{U/B}: Choose a color. Target opponent exiles the top X cards of their library. For each card of the chosen color exiled this way, create a 1/1 blue and black Faerie Rogue creature token with flying."
7295,Outpost Siege,0.002,1,0.864,R,4,{3}{R},rare,Enchantment,,,,,"As Outpost Siege enters the battlefield, choose Khans or Dragons.
â€¢ Khans â€” At the beginning of your upkeep, exile the top card of your library. Until end of turn, you may play that card.
â€¢ Dragons â€” Whenever a creature you control leaves the battlefield, Outpost Siege deals 1 damage to any target."
7298,Pattern of Rebirth,0.002,1,0.864,G,4,{3}{G},rare,Enchantment,,Aura,,,"Enchant creature
When enchanted creature dies, that creature's controller may search their library for a creature card, put that card onto the battlefield, then shuffle their library."
7301,Persecute,0.002,1,0.864,B,4,{2}{B}{B},rare,Sorcery,,,,,Choose a color. Target player reveals their hand and discards all cards of that color.
7307,Pestilence,0.002,1,0.864,B,4,{2}{B}{B},common,Enchantment,,,,,"At the beginning of the end step, if no creatures are on the battlefield, sacrifice Pestilence.
{B}: Pestilence deals 1 damage to each creature and each player."
7322,Phantom Nishoba,0.002,1,0.864,"G,W",7,{5}{G}{W},rare,Creature,,"Cat,Beast,Spirit",0,0,"Trample
Phantom Nishoba enters the battlefield with seven +1/+1 counters on it.
Whenever Phantom Nishoba deals damage, you gain that much life.
If damage would be dealt to Phantom Nishoba, prevent that damage. Remove a +1/+1 counter from Phantom Nishoba."
7326,Political Trickery,0.002,1,0.864,U,3,{2}{U},rare,Sorcery,,,,,Exchange control of target land you control and target land an opponent controls. (This effect lasts indefinitely.)
7328,Prismatic Lens,0.002,1,0.864,,2,{2},uncommon,Artifact,,,,,"{T}: Add {C}.
{1}, {T}: Add one mana of any color."
7333,Prototype Portal,0.002,1,0.864,,4,{4},rare,Artifact,,,,,"Imprint â€” When Prototype Portal enters the battlefield, you may exile an artifact card from your hand.
{X}, {T}: Create a token that's a copy of the exiled card. X is the converted mana cost of that card."
7335,Rakdos Keyrune,0.002,1,0.864,,3,{3},uncommon,Artifact,,,,,"{T}: Add {B} or {R}.
{B}{R}: Rakdos Keyrune becomes a 3/1 black and red Devil artifact creature with first strike until end of turn."
7337,"Ral, Izzet Viceroy",0.002,1,0.864,"R,U",5,{3}{U}{R},mythic,Planeswalker,Legendary,Ral,,,"[+1]: Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.
[âˆ’3]: Ral, Izzet Viceroy deals damage to target creature equal to the total number of instant and sorcery cards you own in exile and in your graveyard.
[âˆ’8]: You get an emblem with ""Whenever you cast an instant or sorcery spell, this emblem deals 4 damage to any target and you draw two cards."""
7340,Ray of Revelation,0.002,1,0.864,W,2,{1}{W},common,Instant,,,,,"Destroy target enchantment.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
7347,Reclaim,0.002,1,0.864,G,1,{G},common,Instant,,,,,Put target card from your graveyard on top of your library.
7353,Reclamation Sage,0.002,1,0.864,G,3,{2}{G},uncommon,Creature,,"Elf,Shaman",2,1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment."
7361,Recollect,0.002,1,0.864,G,3,{2}{G},uncommon,Sorcery,,,,,Return target card from your graveyard to your hand.
7367,Recoup,0.002,1,0.864,R,2,{1}{R},uncommon,Sorcery,,,,,"Target sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (Mana cost includes color.)
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
7372,Reinforcements,0.002,1,0.864,W,1,{W},common,Instant,,,,,Put up to three target creature cards from your graveyard on top of your library.
7376,Reprisal,0.002,1,0.864,W,2,{1}{W},uncommon,Instant,,,,,Destroy target creature with power 4 or greater. It can't be regenerated.
7384,Royal Assassin,0.002,1,0.864,B,3,{1}{B}{B},rare,Creature,,"Human,Assassin",1,1,{T}: Destroy target tapped creature.
7404,Rune-Scarred Demon,0.002,1,0.864,B,7,{5}{B}{B},rare,Creature,,Demon,6,6,"Flying
When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library."
7407,Sacred Mesa,0.002,1,0.864,W,3,{2}{W},rare,Enchantment,,,,,"At the beginning of your upkeep, sacrifice Sacred Mesa unless you sacrifice a Pegasus.
{1}{W}: Create a 1/1 white Pegasus creature token with flying."
7411,Scorching Dragonfire,0.002,1,0.864,R,2,{1}{R},common,Instant,,,,,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead."
7412,Scute Mob,0.002,1,0.864,G,1,{G},rare,Creature,,Insect,1,1,"At the beginning of your upkeep, if you control five or more lands, put four +1/+1 counters on Scute Mob."
7417,Seal of Cleansing,0.002,1,0.864,W,2,{1}{W},common,Enchantment,,,,,Sacrifice Seal of Cleansing: Destroy target artifact or enchantment.
7428,Seal of Removal,0.002,1,0.864,U,1,{U},common,Enchantment,,,,,Sacrifice Seal of Removal: Return target creature to its owner's hand.
7430,Serra Avatar,0.002,1,0.864,W,7,{4}{W}{W}{W},mythic,Creature,,Avatar,*,*,"Serra Avatar's power and toughness are each equal to your life total.
When Serra Avatar is put into a graveyard from anywhere, shuffle it into its owner's library."
7439,Silver-Inlaid Dagger,0.002,1,0.864,,1,{1},uncommon,Artifact,,Equipment,,,"Equipped creature gets +2/+0.
As long as equipped creature is a Human, it gets an additional +1/+0.
Equip {2}"
7440,Siren's Call,0.002,1,0.864,U,1,{U},uncommon,Instant,,,,,"Cast this spell only during an opponent's turn, before attackers are declared.
Creatures the active player controls attack this turn if able.
At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn't attack this turn. Ignore this effect for each creature the player didn't control continuously since the beginning of the turn."
7450,Skaab Ruinator,0.002,1,0.864,U,3,{1}{U}{U},mythic,Creature,,"Zombie,Horror",5,6,"As an additional cost to cast this spell, exile three creature cards from your graveyard.
Flying
You may cast Skaab Ruinator from your graveyard."
7451,Sky Diamond,0.002,1,0.864,,2,{2},uncommon,Artifact,,,,,"Sky Diamond enters the battlefield tapped.
{T}: Add {U}."
7456,Sleep,0.002,1,0.864,U,4,{2}{U}{U},uncommon,Sorcery,,,,,Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.
7462,Sleight of Mind,0.002,1,0.864,U,1,{U},rare,Instant,,,,,"Change the text of target spell or permanent by replacing all instances of one color word with another. (For example, you may change ""target black spell"" to ""target blue spell."" This effect lasts indefinitely.)"
7474,Snake Basket,0.002,1,0.864,,4,{4},rare,Artifact,,,,,"{X}, Sacrifice Snake Basket: Create X 1/1 green Snake creature tokens. Activate this ability only any time you could cast a sorcery."
7477,Soldevi Digger,0.002,1,0.864,,2,{2},rare,Artifact,,,,,{2}: Put the top card of your graveyard on the bottom of your library.
7479,Soltari Visionary,0.002,1,0.864,W,3,{1}{W}{W},common,Creature,,"Soltari,Cleric",2,2,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Soltari Visionary deals damage to a player, destroy target enchantment that player controls."
7481,Sorin Markov,0.002,1,0.864,B,6,{3}{B}{B}{B},mythic,Planeswalker,Legendary,Sorin,,,"[+2]: Sorin Markov deals 2 damage to any target and you gain 2 life.
[âˆ’3]: Target opponent's life total becomes 10.
[âˆ’7]: You control target player during that player's next turn."
7485,Spine of Ish Sah,0.002,1,0.864,,7,{7},rare,Artifact,,,,,"When Spine of Ish Sah enters the battlefield, destroy target permanent.
When Spine of Ish Sah is put into a graveyard from the battlefield, return Spine of Ish Sah to its owner's hand."
7489,Spirit Link,0.002,1,0.864,W,1,{W},uncommon,Enchantment,,Aura,,,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Whenever enchanted creature deals damage, you gain that much life."
7503,Stasis Snare,0.002,1,0.864,W,3,{1}{W}{W},uncommon,Enchantment,,,,,"Flash (You may cast this spell any time you could cast an instant.)
When Stasis Snare enters the battlefield, exile target creature an opponent controls until Stasis Snare leaves the battlefield. (That creature returns under its owner's control.)"
7506,Steel Hellkite,0.002,1,0.864,,6,{6},rare,"Artifact,Creature",,Dragon,5,5,"Flying
{2}: Steel Hellkite gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with converted mana cost X whose controller was dealt combat damage by Steel Hellkite this turn. Activate this ability only once each turn."
7513,Stifle,0.002,1,0.864,U,1,{U},rare,Instant,,,,,Counter target activated or triggered ability. (Mana abilities can't be targeted.)
7519,Stillmoon Cavalier,0.002,1,0.864,"B,W",3,{1}{W/B}{W/B},rare,Creature,,"Zombie,Knight",2,1,"Protection from white and from black
{W/B}: Stillmoon Cavalier gains flying until end of turn.
{W/B}: Stillmoon Cavalier gains first strike until end of turn.
{W/B}{W/B}: Stillmoon Cavalier gets +1/+0 until end of turn."
7520,Stratus Walk,0.002,1,0.864,U,2,{1}{U},common,Enchantment,,Aura,,,"Enchant creature
When Stratus Walk enters the battlefield, draw a card.
Enchanted creature has flying. (It can't be blocked except by creatures with flying or reach.)
Enchanted creature can block only creatures with flying."
